Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Month,Calendar_Year
201097BD20907,268180,665050,-4.107735,55.860599,97,3,1,1,20/07/2010,3,11:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,7,2010
201097BD20911,266620,664480,-4.13236,55.855052,97,3,2,1,24/11/2010,4,19:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,11,2010
201097BD21004,267020,665150,-4.126304,55.861178,97,3,1,1,13/04/2010,3,18:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2010
201097BD21010,266860,665700,-4.129128,55.866073,97,3,2,1,11/10/2010,2,12:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,10,2010
201097BD21102,267030,665140,-4.126139,55.861091,97,3,1,1,20/02/2010,7,20:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,2,2010
201097BD21105,270030,665300,-4.078318,55.863346,97,3,1,1,19/05/2010,4,06:30:00,926,S12000043,3,752,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,5,2010
201097BD21110,268440,666110,-4.104098,55.870188,97,3,1,1,21/10/2010,5,18:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,10,2010
201097BD21201,266690,664580,-4.131292,55.855969,97,2,1,1,28/01/2010,5,12:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,1,2010
201097BD21210,267050,666090,-4.126286,55.869627,97,3,4,1,22/10/2010,6,13:30:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,,10,2010
201097BD21301,266590,666260,-4.133715,55.871026,97,3,2,1,29/01/2010,6,12:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,2,2,,1,2010
201097BD21302,267150,666010,-4.12465,55.868936,97,3,2,1,24/02/2010,4,09:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,5,1,3,3,0,0,1,2,,2,2010
201097BD21404,265220,665830,-4.155379,55.866784,97,3,2,1,17/04/2010,7,13:45:00,926,S12000043,4,765,3,30,6,2,6,0,0,5,1,1,1,0,0,1,2,,4,2010
201097BD21405,265180,665130,-4.15567,55.860488,97,3,1,2,16/05/2010,1,21:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,5,2010
201097BD21505,268190,666120,-4.108096,55.870209,97,3,1,1,25/05/2010,3,17:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,5,2010
201097BD21507,265240,664610,-4.154453,55.855836,97,3,1,1,27/07/2010,3,14:20:00,926,S12000043,4,765,6,30,0,-1,-1,0,2,4,1,1,1,0,0,1,1,,7,2010
201097BD21510,264630,665290,-4.16453,55.86177,97,3,2,1,31/10/2010,1,12:25:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,10,2010
201097BD21607,267180,665260,-4.123803,55.86221,97,3,1,1,29/07/2010,5,14:40:00,926,S12000043,6,0,7,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2010
201097BD21608,266820,665140,-4.129492,55.861033,97,3,2,2,29/08/2010,1,10:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BD21704,264660,665360,-4.164086,55.862407,97,3,1,1,23/04/2010,6,21:45:00,926,S12000043,3,8,3,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,4,2010
201097BD21803,269160,664240,-4.091698,55.853593,97,3,2,1,29/03/2010,2,11:05:00,926,S12000043,3,8,1,60,1,4,3,8,0,0,1,2,2,0,0,2,1,,3,2010
201097BD21807,264550,666010,-4.166168,55.868212,97,3,2,7,31/07/2010,7,15:00:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2010
201097BD21904,264720,665270,-4.163084,55.861616,97,3,1,1,30/04/2010,6,15:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,4,2010
201097BD22003,267740,665950,-4.115199,55.86856,97,3,1,2,31/03/2010,4,19:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,3,2010
201097BD70102,264900,662350,-4.158756,55.835448,97,2,2,1,06/02/2010,7,14:20:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2010
201097BD70104,268930,664460,-4.095475,55.855506,97,3,2,1,02/04/2010,6,21:45:00,926,S12000043,1,8,3,70,5,4,1,8,0,0,4,1,1,0,0,2,1,,4,2010
201097BD70106,266810,665780,-4.129966,55.866777,97,3,2,1,03/06/2010,5,17:10:00,926,S12000043,1,8,7,70,5,4,6,0,0,0,1,1,1,0,0,1,1,,6,2010
201097BD70202,266830,665090,-4.129308,55.860587,97,3,2,1,10/02/2010,4,09:48:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,2,2010
201097BD70203,266360,666060,-4.13729,55.869167,97,3,2,1,24/03/2010,4,18:00:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,3,2010
201097BD70204,264620,661640,-4.162869,55.828995,97,3,4,1,10/04/2010,7,13:55:00,926,S12000043,6,0,6,30,3,1,6,0,0,0,1,1,1,0,0,1,1,,4,2010
201097BD70206,265540,666140,-4.150424,55.869657,97,3,2,1,16/06/2010,4,07:00:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,6,2010
201097BD70208,268150,665240,-4.108306,55.862297,97,3,2,3,04/08/2010,4,10:10:00,926,S12000043,1,8,7,70,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BD70210,268000,662200,-4.109222,55.83496,97,3,1,3,06/10/2010,4,07:03:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,10,2010
201097BD70306,266790,665480,-4.130138,55.864078,97,3,2,1,22/06/2010,3,03:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,6,2010
201097BD70308,265310,666120,-4.154087,55.869413,97,3,3,3,07/08/2010,7,14:20:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BD70310,268150,665220,-4.108297,55.862117,97,3,3,1,06/10/2010,4,15:00:00,926,S12000043,1,8,3,70,5,2,6,0,0,5,1,1,2,0,0,1,1,,10,2010
201097BD70311,267310,666060,-4.122119,55.869429,97,3,1,2,10/11/2010,4,21:00:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,11,2010
201097BD70312,264880,662250,-4.159025,55.834545,97,3,1,1,08/12/2010,4,12:45:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,1,1,4,0,0,1,1,,12,2010
201097BD70401,263820,664250,-4.17694,55.852204,97,2,1,1,12/01/2010,3,20:00:00,926,S12000043,3,89,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,,1,2010
201097BD70404,269150,664240,-4.091857,55.853591,97,3,2,1,28/04/2010,4,10:15:00,926,S12000043,3,8,1,60,1,4,1,73,0,0,1,1,2,0,0,2,1,,4,2010
201097BD70406,269180,664060,-4.091292,55.851982,97,3,2,1,24/06/2010,5,14:20:00,926,S12000043,1,73,1,60,1,4,3,8,0,0,1,1,1,0,0,2,1,,6,2010
201097BD70411,268160,665220,-4.108137,55.86212,97,2,1,1,13/11/2010,7,21:00:00,926,S12000043,6,0,9,30,9,4,6,0,0,0,4,1,1,0,0,1,1,,11,2010
201097BD70412,265550,666150,-4.150269,55.869749,97,3,1,1,25/12/2010,7,06:45:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,12,2010
201097BD70508,267980,665230,-4.111016,55.862161,97,3,3,1,12/08/2010,5,17:10:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BD70511,263320,664140,-4.184865,55.851075,97,1,1,1,16/11/2010,3,09:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,11,2010
201097BD70601,267530,665350,-4.118259,55.863115,97,2,2,2,17/01/2010,1,17:10:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,1,2010
201097BD70605,267160,665940,-4.124456,55.86831,97,3,3,1,27/05/2010,5,17:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,,5,2010
201097BD70606,264290,664190,-4.169408,55.851798,97,3,2,1,25/06/2010,6,01:30:00,926,S12000043,3,89,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,,6,2010
201097BD70607,268680,664800,-4.099631,55.858491,97,3,2,1,19/07/2010,2,12:15:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,7,2010
201097BD70611,268660,664840,-4.09997,55.858845,97,3,1,2,20/11/2010,7,00:35:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,11,2010
201097BD70701,265490,663950,-4.150135,55.849979,97,3,2,1,18/01/2010,2,19:15:00,926,S12000043,3,89,6,30,3,4,6,0,0,8,4,1,2,0,0,1,2,,1,2010
201097BD70707,269130,664230,-4.092172,55.853495,97,3,2,1,30/07/2010,6,17:30:00,926,S12000043,3,8,1,70,1,4,1,73,0,0,1,2,2,0,0,2,1,,7,2010
201097BD70708,266090,666130,-4.141636,55.86972,97,3,2,1,12/08/2010,5,18:00:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BD70801,266920,666960,-4.128789,55.877403,97,3,1,1,22/01/2010,6,23:05:00,926,S12000043,4,806,6,60,0,-1,-1,0,0,0,6,7,2,0,0,2,1,,1,2010
201097BD70808,269980,665680,-4.079299,55.866745,97,3,2,1,24/08/2010,3,17:00:00,926,S12000043,3,752,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,8,2010
201097BD99905,267700,662300,-4.114057,55.835776,97,1,1,1,29/05/2010,7,04:58:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2010
201097BE00106,257020,668560,-4.287745,55.88893,97,3,1,1,03/06/2010,5,08:30:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,6,2010
201097BE00203,258970,667260,-4.255915,55.877834,97,3,2,1,04/03/2010,5,11:36:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,3,2010
201097BE00204,257860,668360,-4.274221,55.887383,97,3,1,1,02/04/2010,6,16:45:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,2,1,1,,4,2010
201097BE00210,258940,668170,-4.256869,55.885995,97,3,1,1,01/10/2010,6,18:20:00,926,S12000043,6,0,3,30,7,4,6,0,0,5,1,1,1,0,0,1,1,,10,2010
201097BE00307,257230,667680,-4.283926,55.881092,97,3,1,1,03/07/2010,7,17:20:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2010
201097BE00310,258890,668250,-4.257709,55.886699,97,3,1,1,02/10/2010,7,19:10:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,5,4,2,2,0,0,1,2,,10,2010
201097BE00405,257000,668580,-4.288075,55.889104,97,2,1,1,05/05/2010,4,09:15:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,5,2010
201097BE00409,259990,669050,-4.240551,55.894202,97,3,2,1,04/09/2010,7,08:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,9,2010
201097BE00508,256650,669630,-4.294223,55.898427,97,3,1,1,05/08/2010,5,20:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BE00602,258340,668700,-4.266731,55.890577,97,3,2,1,09/02/2010,3,10:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2010
201097BE00610,258480,669290,-4.264803,55.895916,97,3,4,2,07/10/2010,5,16:45:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,10,2010
201097BE00702,258910,668310,-4.257421,55.887243,97,2,1,1,09/02/2010,3,11:45:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2010
201097BE00706,259500,669000,-4.248354,55.893611,97,3,2,1,15/06/2010,3,16:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,6,2010
201097BE00710,255440,668270,-4.31283,55.885855,97,2,2,1,08/10/2010,6,16:30:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,10,2010
201097BE00712,256180,669680,-4.301759,55.898735,97,3,2,1,07/12/2010,3,10:00:00,926,S12000043,3,81,3,30,3,4,6,0,0,0,1,1,3,0,0,1,1,,12,2010
201097BE00801,255650,669150,-4.309945,55.893818,97,3,1,1,08/01/2010,6,22:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,4,0,0,1,1,,1,2010
201097BE00905,257170,668360,-4.285243,55.887179,97,3,2,2,07/05/2010,6,08:10:00,926,S12000043,3,81,3,30,3,2,6,0,0,4,1,1,2,0,0,1,1,,5,2010
201097BE00908,257940,668390,-4.272958,55.887676,97,3,3,1,13/08/2010,6,11:50:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BE01108,259080,667670,-4.254372,55.881547,97,3,1,1,13/08/2010,6,09:50:00,926,S12000043,3,879,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,8,2010
201097BE01109,256860,668790,-4.290423,55.890948,97,3,2,1,09/09/2010,5,08:15:00,926,S12000043,3,81,6,30,3,2,6,0,0,4,1,1,2,0,0,1,2,,9,2010
201097BE01111,260000,669470,-4.240609,55.897976,97,3,1,1,07/11/2010,1,15:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,11,2010
201097BE01202,256800,669460,-4.291736,55.896945,97,3,1,1,12/02/2010,6,09:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2010
201097BE01212,256180,669580,-4.301706,55.897838,97,3,1,1,12/12/2010,1,12:15:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,1,8,4,0,0,1,1,,12,2010
201097BE01309,256030,668020,-4.303273,55.883787,97,3,1,1,13/09/2010,2,09:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,,9,2010
201097BE01311,257240,668280,-4.284083,55.886482,97,3,2,1,08/11/2010,2,21:35:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,,11,2010
201097BE01405,257120,668430,-4.286079,55.887793,97,3,2,1,09/05/2010,1,16:20:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,,5,2010
201097BE01406,259320,669710,-4.251599,55.899933,97,3,1,1,21/06/2010,2,21:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,6,2010
201097BE01507,258870,668430,-4.258123,55.888309,97,3,2,2,15/07/2010,5,19:55:00,926,S12000043,3,879,3,30,0,-1,-1,0,0,0,1,5,2,0,0,1,2,,7,2010
201097BE01601,256460,668010,-4.296399,55.883826,97,3,1,1,19/01/2010,3,08:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,2,,1,2010
201097BE01702,257440,668020,-4.280751,55.884207,97,3,3,1,17/02/2010,4,11:30:00,926,S12000043,3,81,3,30,6,2,4,808,0,5,1,1,1,0,0,1,1,,2,2010
201097BE01705,255690,670140,-4.309835,55.902718,97,3,1,1,12/05/2010,4,19:15:00,926,S12000043,3,81,1,50,1,4,6,0,0,0,1,2,2,0,0,1,1,,5,2010
201097BE01707,257230,667660,-4.283915,55.880913,97,3,1,1,18/07/2010,1,17:30:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2010
201097BE01711,255260,668670,-4.31592,55.889392,97,2,2,1,15/11/2010,2,08:45:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,4,0,3,1,1,,11,2010
201097BE01805,257410,668070,-4.281256,55.884647,97,3,2,1,14/05/2010,6,10:55:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,,5,2010
201097BE01812,257180,668370,-4.285089,55.887272,97,3,1,1,11/12/2010,7,00:15:00,926,S12000043,6,0,6,30,3,2,3,81,0,4,4,1,4,0,0,1,1,,12,2010
201097BE01903,256900,668730,-4.289752,55.890421,97,2,1,1,20/03/2010,7,00:20:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,,3,2010
201097BE01907,259080,667590,-4.25433,55.880829,97,3,3,2,21/07/2010,4,16:05:00,926,S12000043,3,879,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,,7,2010
201097BE02006,257900,668380,-4.273592,55.887575,97,2,2,1,23/06/2010,4,20:26:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,6,2010
201097BE02010,258760,668920,-4.260136,55.892676,97,3,2,1,25/10/2010,2,16:30:00,926,S12000043,3,879,6,30,6,4,6,0,0,5,1,1,1,0,0,1,1,,10,2010
201097BE02106,257160,667580,-4.284991,55.880174,97,3,1,1,22/06/2010,3,18:15:00,926,S12000043,6,0,6,30,7,4,4,808,0,0,1,1,1,0,0,1,2,,6,2010
201097BE02201,256920,669240,-4.289702,55.895006,97,3,2,1,21/01/2010,5,21:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,1,2010
201097BE02206,258910,668250,-4.25739,55.886705,97,3,2,1,24/06/2010,5,20:30:00,926,S12000043,3,879,6,30,6,2,4,808,0,0,1,1,1,0,0,1,1,,6,2010
201097BE02208,255990,668500,-4.304167,55.888085,97,3,2,1,25/08/2010,4,15:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,,8,2010
201097BE02211,256700,669620,-4.293419,55.898352,97,3,1,1,19/11/2010,6,15:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,11,2010
201097BE02303,256840,670210,-4.291494,55.90369,97,3,1,1,26/03/2010,6,17:24:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,,3,2010
201097BE02304,256470,669060,-4.296797,55.893256,97,2,2,1,23/04/2010,6,13:40:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,4,2010
201097BE02306,255630,670200,-4.310826,55.903239,97,3,1,1,24/06/2010,5,01:00:00,926,S12000043,3,81,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,6,2010
201097BE02307,256080,667990,-4.302458,55.883533,97,3,2,2,25/02/2010,5,17:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,2,2010
201097BE02308,257390,668110,-4.281597,55.885,97,3,1,1,25/08/2010,4,19:30:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BE02407,259070,667640,-4.254516,55.881275,97,3,1,1,26/07/2010,2,14:00:00,926,S12000043,3,879,6,30,6,4,6,0,0,0,1,1,2,0,0,1,2,,7,2010
201097BE02408,256950,670370,-4.289821,55.905159,97,3,2,1,28/08/2010,7,17:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2010
201097BE02410,258600,667780,-4.262096,55.882394,97,3,1,1,29/10/2010,6,15:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,10,2010
201097BE02501,257800,668350,-4.275174,55.887276,97,3,4,1,23/01/2010,7,01:20:00,926,S12000043,4,808,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,,1,2010
201097BE02504,259020,668240,-4.255627,55.886647,97,3,2,1,26/04/2010,2,09:10:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2010
201097BE02505,256740,670230,-4.293103,55.90384,97,3,1,1,24/05/2010,2,18:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2010
201097BE02506,257160,668380,-4.285413,55.887356,97,3,1,1,28/06/2010,2,12:30:00,926,S12000043,3,81,6,30,3,2,6,0,0,1,1,1,1,6,0,1,2,,6,2010
201097BE02507,258820,668640,-4.259031,55.89018,97,3,2,1,30/07/2010,6,13:20:00,926,S12000043,3,879,6,60,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,7,2010
201097BE02702,256900,668730,-4.289752,55.890421,97,2,1,1,27/02/2010,7,21:50:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,,2,2010
201097BE02704,256750,669710,-4.292667,55.899175,97,2,3,1,27/04/2010,3,16:40:00,926,S12000043,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,,4,2010
201097BE02707,255710,669000,-4.308907,55.89249,97,3,2,1,31/07/2010,7,12:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,7,2010
201097BE02710,256100,669150,-4.302756,55.893953,97,3,3,1,29/10/2010,6,18:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,,10,2010
201097BE02711,257980,667380,-4.271789,55.87862,97,3,2,1,26/11/2010,6,07:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,11,2010
201097BE02712,257010,670410,-4.288883,55.905536,97,2,1,1,21/12/2010,3,12:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,,12,2010
201097BE02803,257550,669510,-4.279778,55.897616,97,3,3,1,28/03/2010,1,05:20:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,3,2010
201097BE02912,258910,668240,-4.257384,55.886615,97,3,2,1,22/12/2010,4,17:00:00,926,S12000043,4,808,3,30,6,2,3,879,0,5,4,1,2,0,0,1,1,,12,2010
201097BE03104,257980,665900,-4.271014,55.865333,97,3,2,1,29/04/2010,5,08:50:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,4,2010
201097BE03203,258880,666560,-4.256988,55.871523,97,3,2,2,31/03/2010,4,13:30:00,926,S12000043,6,0,6,30,3,4,3,879,0,0,1,2,2,0,0,1,1,,3,2010
201097BE03611,256380,667650,-4.297486,55.88057,97,3,2,1,29/11/2010,2,15:10:00,926,S12000043,3,82,6,30,6,2,6,0,0,0,1,3,3,0,0,1,1,,11,2010
201097BE70102,259460,668220,-4.248588,55.886596,97,2,1,1,18/02/2010,5,11:05:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,,2,2010
201097BE70103,258240,669860,-4.268936,55.900962,97,2,2,3,04/03/2010,5,02:40:00,926,S12000043,3,879,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,,3,2010
201097BE70109,256380,667650,-4.297486,55.88057,97,3,2,1,23/09/2010,5,09:10:00,926,S12000043,3,82,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,,9,2010
201097BE70112,257320,667840,-4.282573,55.882555,97,2,2,1,05/12/2010,1,11:35:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,,12,2010
201097BE70208,257220,668310,-4.284418,55.886745,97,3,1,1,19/08/2010,5,16:10:00,926,S12000043,3,81,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2010
201097GA00110,253650,663880,-4.339052,55.845903,97,3,2,1,01/10/2010,6,18:40:00,926,S12000043,3,761,3,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,,10,2010
201097GA00205,254720,665420,-4.322803,55.860052,97,2,1,1,01/05/2010,7,16:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2010
201097GA00302,255520,663480,-4.308999,55.842876,97,3,2,1,02/02/2010,3,21:50:00,926,S12000043,4,768,3,30,0,-1,-1,0,0,0,4,8,4,5,0,1,1,,2,2010
201097GA00403,255550,664430,-4.309026,55.851413,97,3,2,1,02/03/2010,3,10:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,4,0,1,2,,3,2010
201097GA00405,257380,664620,-4.279919,55.853664,97,3,2,2,05/05/2010,4,00:30:00,926,S12000043,3,8,3,30,3,4,6,0,0,0,4,2,2,0,0,1,1,,5,2010
201097GA00412,252060,663890,-4.364429,55.845508,97,3,1,1,04/12/2010,7,14:15:00,926,S12000043,3,761,3,30,6,2,3,736,0,4,1,1,2,0,0,1,1,,12,2010
201097GA00511,251950,664030,-4.36626,55.846731,97,3,1,1,04/11/2010,5,17:15:00,926,S12000043,6,0,9,30,9,4,6,0,0,0,1,1,2,0,0,1,1,,11,2010
201097GA00607,254020,663520,-4.332954,55.842783,97,3,2,1,02/07/2010,6,20:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2010
201097GA00609,254960,664720,-4.318597,55.85384,97,3,2,1,04/09/2010,7,08:45:00,926,S12000043,6,0,1,30,1,4,3,8,0,0,1,1,1,0,0,1,1,,9,2010
201097GA00701,256200,662560,-4.297661,55.834819,97,3,2,1,04/01/2010,2,15:30:00,926,S12000043,4,768,3,30,6,4,4,769,0,0,1,3,3,0,0,1,2,,1,2010
201097GA00703,253900,663180,-4.334686,55.839694,97,3,1,2,05/03/2010,6,08:35:00,926,S12000043,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,,3,2010
201097GA00708,252350,663900,-4.359807,55.845686,97,3,2,1,04/08/2010,4,17:49:00,926,S12000043,3,761,6,30,6,2,6,0,0,1,1,1,1,0,0,1,1,,8,2010
201097GA00804,258140,664610,-4.267784,55.853799,97,3,3,1,01/04/2010,5,20:00:00,926,S12000043,3,8,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,4,2010
201097GA00805,254970,664700,-4.318427,55.853663,97,3,1,1,08/05/2010,7,16:20:00,926,S12000043,6,0,1,30,1,4,3,8,0,0,1,1,1,0,0,1,1,,5,2010
201097GA00906,253950,663900,-4.334276,55.846173,97,2,1,1,03/06/2010,5,16:20:00,926,S12000043,3,761,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,,6,2010
