Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Month,Calendar_Year
200697AD05606,257040,666460,-4.286317,55.870083,97,3,2,1,23/06/2006,6,00:20:00,926,S12000043,6,0,9,30,0,-1,-1,0,0,0,4,1,1,4,0,1,1,,6,2006
200697AD05607,251770,669400,-4.372071,55.894884,97,3,2,1,19/07/2006,4,11:20:00,926,S12000043,6,0,3,30,1,4,6,0,0,0,1,1,1,0,0,1,2,,7,2006
200697AD05702,252720,669750,-4.357083,55.898317,97,3,2,1,26/02/2006,1,10:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,2,2006
200697AD05709,252620,668230,-4.357853,55.884641,97,3,2,1,29/09/2006,6,19:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,,9,2006
200697AD05812,254410,667070,-4.328638,55.874772,97,3,1,2,25/12/2006,2,16:40:00,926,S12000043,3,814,7,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,12,2006
200697AD05902,252600,668220,-4.358167,55.884545,97,3,1,1,23/02/2006,5,12:40:00,926,S12000043,3,806,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2,2006
200697AD06002,255840,666590,-4.305547,55.870892,97,3,1,1,24/02/2006,6,21:10:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2,2006
200697AD06004,255720,666590,-4.307463,55.870856,97,3,2,2,28/04/2006,6,14:00:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,4,2006
200697AD06009,256350,666480,-4.297345,55.870057,97,3,2,1,29/09/2006,6,11:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,9,2006
200697AD06010,255640,666370,-4.308623,55.868857,97,3,2,1,22/10/2006,1,12:45:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,10,2006
200697AD06102,257190,666850,-4.284127,55.873629,97,3,1,1,24/02/2006,6,23:00:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,4,9,1,0,0,1,2,,2,2006
200697AD06106,254150,668450,-4.333533,55.887082,97,3,1,1,27/06/2006,3,20:35:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,6,2006
200697AD06112,254260,666640,-4.330802,55.870866,97,3,3,1,28/12/2006,5,08:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,,12,2006
200697AD06202,254930,666600,-4.320082,55.870709,97,3,1,1,26/02/2006,1,00:40:00,926,S12000043,3,814,3,30,5,4,6,0,0,0,4,1,1,0,0,1,1,,2,2006
200697AD06212,255060,666880,-4.318156,55.873262,97,2,1,1,28/12/2006,5,17:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,,12,2006
200697AD06306,252460,667720,-4.360131,55.880014,97,3,2,1,28/06/2006,4,17:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,6,2006
200697AD06310,254640,668820,-4.325905,55.890552,97,3,1,1,10/10/2006,3,11:25:00,926,S12000043,3,739,3,30,7,2,3,82,0,4,1,1,1,0,0,1,1,,10,2006
200697AD06402,254620,668090,-4.325832,55.883992,97,3,2,1,27/02/2006,2,14:55:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,,2,2006
200697AD06406,255990,667870,-4.303832,55.882429,97,3,1,1,28/06/2006,4,17:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,6,2006
200697AD06609,257200,666840,-4.283962,55.873542,97,2,4,4,30/09/2006,7,15:35:00,926,S12000043,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,9,2006
200697AD06710,256350,666720,-4.297472,55.872212,97,3,1,1,26/10/2006,5,08:20:00,926,S12000043,4,808,6,30,9,1,6,0,0,5,1,2,2,0,0,1,2,,10,2006
200697AD06902,251580,668480,-4.374602,55.886566,97,3,1,1,28/02/2006,3,18:24:00,926,S12000043,3,739,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2,2006
200697AD06910,253540,666930,-4.342455,55.873251,97,3,4,1,26/10/2006,5,09:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,2,,10,2006
200697AD08010,256840,666740,-4.289658,55.872537,97,2,2,1,11/10/2006,4,10:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,10,2006
200697AD08110,255510,666590,-4.310816,55.870793,97,3,2,2,30/10/2006,2,19:10:00,926,S12000043,3,814,7,30,0,-1,-1,0,0,0,4,5,2,0,0,1,2,,10,2006
200697AD70103,256370,667640,-4.297641,55.880477,97,3,2,1,01/03/2006,4,14:40:00,926,S12000043,3,82,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,,3,2006
200697AD70106,254780,666610,-4.322483,55.870754,97,3,2,1,05/06/2006,2,12:30:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,6,2006
200697AD70107,253350,667360,-4.345722,55.877054,97,3,2,1,01/07/2006,7,12:05:00,926,S12000043,3,814,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,7,2006
200697AD70110,252010,668130,-4.367542,55.883556,97,2,1,1,06/10/2006,6,23:00:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,10,2006
200697AD70203,252120,668070,-4.365752,55.883051,97,2,1,1,10/03/2006,6,15:00:00,926,S12000043,3,814,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,3,2006
200697AD70210,252550,667920,-4.358802,55.881837,97,2,2,3,14/10/2006,7,15:30:00,926,S12000043,3,814,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,10,2006
200697AD70312,252380,668010,-4.361567,55.882593,97,3,2,1,16/12/2006,7,02:30:00,926,S12000043,3,814,3,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,12,2006
200697AD70412,254520,667300,-4.327005,55.87687,97,1,1,1,27/12/2006,4,16:35:00,926,S12000043,3,739,3,40,0,-1,-1,0,0,4,4,2,2,0,0,1,1,,12,2006
200697CA00109,257020,669340,-4.288157,55.895933,97,2,1,1,01/09/2006,6,14:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,9,2006
200697CA00110,256900,668740,-4.289757,55.890511,97,2,1,1,02/10/2006,2,22:30:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,10,2006
200697CA00111,256950,668250,-4.288699,55.886126,97,3,2,1,01/11/2006,4,08:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,11,2006
200697CA00207,257480,667940,-4.28007,55.8835,97,3,1,1,01/07/2006,7,20:10:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2006
200697CA00209,251170,671160,-4.382626,55.910499,97,2,1,1,02/09/2006,7,19:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,9,2006
200697CA00212,258020,666630,-4.270757,55.871899,97,3,1,1,01/12/2006,6,17:30:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,,12,2006
200697CA00301,251410,670300,-4.378317,55.902852,97,3,1,1,05/01/2006,5,20:50:00,926,S12000043,3,82,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,1,2006
200697CA00308,257440,668040,-4.280761,55.884386,97,3,1,2,03/08/2006,5,09:45:00,926,S12000043,3,81,6,30,7,2,4,808,0,0,1,1,1,0,0,1,2,,8,2006
200697CA00310,256910,669310,-4.289899,55.895631,97,3,1,1,05/10/2006,5,11:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,,10,2006
200697CA00312,252800,670530,-4.35623,55.905344,97,3,2,1,01/12/2006,6,17:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,,12,2006
200697CA00403,252540,670720,-4.360488,55.90697,97,3,3,1,01/03/2006,4,20:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,3,2006
200697CA00412,253760,670340,-4.340785,55.903931,97,3,1,1,01/12/2006,6,20:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,,12,2006
200697CA00502,256260,669560,-4.300417,55.897682,97,3,3,1,03/02/2006,6,19:35:00,926,S12000043,3,81,3,30,3,4,6,0,0,0,4,1,2,4,0,1,1,,2,2006
200697CA00503,256120,669770,-4.302766,55.899525,97,3,1,1,02/03/2006,5,11:01:00,926,S12000043,3,81,3,30,3,4,6,0,0,4,1,1,1,0,0,2,1,,3,2006
200697CA00505,255760,668740,-4.307969,55.890171,97,3,2,1,05/05/2006,6,22:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,5,2006
200697CA00506,254740,669090,-4.324452,55.893006,97,3,3,1,04/06/2006,1,15:40:00,926,S12000043,3,739,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,,6,2006
200697CA00601,257310,667070,-4.282327,55.875639,97,3,1,1,08/01/2006,1,03:30:00,926,S12000043,3,81,3,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,1,2006
200697CA00604,252650,671320,-4.359058,55.91239,97,2,1,1,02/04/2006,1,14:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,4,2006
200697CA00606,257730,666820,-4.275488,55.873519,97,3,2,1,04/06/2006,1,14:55:00,926,S12000043,3,82,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,,6,2006
200697CA00703,257850,667610,-4.273986,55.880647,97,3,4,1,02/03/2006,5,18:40:00,926,S12000043,3,81,3,30,3,4,6,0,0,4,4,1,1,0,0,1,1,,3,2006
200697CA00705,254800,669190,-4.323547,55.893922,97,3,3,1,05/05/2006,6,16:15:00,926,S12000043,3,739,6,30,7,2,6,0,0,0,1,1,1,0,0,1,2,,5,2006
200697CA00706,254710,669030,-4.324899,55.892458,97,3,2,1,01/06/2006,5,21:20:00,926,S12000043,3,739,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,6,2006
200697CA00801,257320,667060,-4.282162,55.875552,97,3,1,1,10/01/2006,3,01:40:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,5,4,1,2,0,6,1,1,,1,2006
200697CA00809,256980,667420,-4.287782,55.878684,97,3,3,1,08/09/2006,6,13:35:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,9,2006
200697CA00812,256910,668730,-4.289592,55.890424,97,3,1,1,06/12/2006,4,08:00:00,926,S12000043,3,81,6,30,0,-1,-1,0,2,5,4,1,1,0,0,1,1,,12,2006
200697CA00902,253170,669980,-4.350018,55.90052,97,3,2,2,05/02/2006,1,18:00:00,926,S12000043,3,82,3,30,6,4,6,0,0,4,4,1,1,0,0,1,1,,2,2006
200697CA00904,255080,669760,-4.319379,55.899124,97,3,1,1,05/04/2006,4,15:20:00,926,S12000043,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,,4,2006
200697CA00905,256770,668500,-4.291707,55.888317,97,3,1,1,06/05/2006,7,19:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA00906,257870,666720,-4.2732,55.872663,97,1,2,2,06/06/2006,3,22:25:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,1,1,0,2,1,1,,6,2006
200697CA00912,253090,671510,-4.352128,55.914231,97,3,1,1,06/12/2006,4,17:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,,12,2006
200697CA01004,253160,670390,-4.3504,55.904197,97,1,1,1,07/04/2006,6,14:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,4,2006
200697CA01005,251550,671670,-4.376832,55.915194,97,3,1,1,07/05/2006,1,13:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA01103,256620,669050,-4.294395,55.893211,97,3,1,1,05/03/2006,1,16:08:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,3,2006
200697CA01111,255860,668500,-4.306244,55.888046,97,3,1,1,06/11/2006,2,13:30:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,,11,2006
200697CA01203,250930,671030,-4.38639,55.909257,97,3,2,1,06/03/2006,2,08:00:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,3,2006
200697CA01208,254840,669060,-4.322838,55.892767,97,3,3,1,06/08/2006,1,16:45:00,926,S12000043,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,2,,8,2006
200697CA01209,253080,670480,-4.351728,55.904981,97,3,1,1,09/09/2006,7,17:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,9,2006
200697CA01210,257430,668070,-4.280937,55.884653,97,3,2,1,10/10/2006,3,15:50:00,926,S12000043,3,81,6,30,6,2,4,808,0,4,1,1,1,0,0,1,1,,10,2006
200697CA01302,256200,669650,-4.301424,55.898472,97,1,1,1,09/02/2006,5,09:40:00,926,S12000043,3,81,6,30,9,4,6,0,0,0,1,1,1,0,2,1,1,,2,2006
200697CA01402,251920,671830,-4.371005,55.916745,97,3,2,1,08/02/2006,4,09:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,,2,2006
200697CA01403,256470,669080,-4.296807,55.893435,97,3,2,1,08/03/2006,4,13:50:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,3,2006
200697CA01501,254730,669220,-4.324682,55.89417,97,3,2,1,17/01/2006,3,07:55:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,3,0,0,1,1,,1,2006
200697CA01502,257150,670310,-4.286592,55.90468,97,3,1,1,10/02/2006,6,18:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2,2006
200697CA01505,257060,668980,-4.287328,55.892713,97,3,1,1,13/05/2006,7,17:45:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA01506,257630,666880,-4.277116,55.874028,97,2,1,1,11/06/2006,1,01:00:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,6,2006
200697CA01512,256800,668990,-4.291487,55.892725,97,3,1,1,08/12/2006,6,08:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,12,2006
200697CA01601,256340,669420,-4.299065,55.896449,97,3,2,1,17/01/2006,3,17:25:00,926,S12000043,3,81,3,30,3,2,6,0,0,4,1,2,2,0,0,1,1,,1,2006
200697CA01603,253400,670500,-4.346625,55.905258,97,3,1,1,08/03/2006,4,17:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,3,2006
200697CA01609,257470,672990,-4.282893,55.928836,97,3,2,1,15/09/2006,6,12:10:00,926,S12000043,4,8049,1,30,1,4,3,879,0,0,5,1,1,0,0,2,1,,9,2006
200697CA01611,257240,668280,-4.284083,55.886482,97,3,1,1,08/11/2006,4,09:00:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,,11,2006
200697CA01707,257210,668310,-4.284578,55.886742,97,3,2,2,09/07/2006,1,02:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,,7,2006
200697CA01710,254790,668690,-4.323439,55.88943,97,2,1,1,12/10/2006,5,16:15:00,926,S12000043,3,82,7,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,10,2006
200697CA01804,253730,669280,-4.340691,55.894406,97,3,2,1,15/04/2006,7,15:00:00,926,S12000043,3,82,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,4,2006
200697CA01805,254800,669190,-4.323547,55.893922,97,3,1,1,16/05/2006,3,21:50:00,926,S12000043,3,739,3,30,6,2,6,0,0,5,4,2,2,0,0,1,1,,5,2006
200697CA01808,252440,670280,-4.361846,55.90299,97,2,1,1,14/08/2006,2,19:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,8,2006
200697CA01809,254980,669440,-4.320805,55.896221,97,3,4,1,19/09/2006,3,12:10:00,926,S12000043,3,739,3,30,9,4,6,0,0,0,1,2,2,0,0,1,1,,9,2006
200697CA01811,250910,670950,-4.386665,55.908533,97,3,2,1,08/11/2006,4,19:12:00,926,S12000043,3,82,1,30,1,4,6,0,0,0,4,2,2,0,0,1,2,,11,2006
200697CA01812,252350,670670,-4.363498,55.906463,97,3,1,1,09/12/2006,7,00:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,4,1,2,0,0,1,2,,12,2006
200697CA01901,252030,671300,-4.368957,55.912021,97,3,1,1,19/01/2006,5,08:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,1,2006
200697CA01904,256810,670250,-4.291994,55.90404,97,3,1,1,15/04/2006,7,22:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,4,2006
200697CA01905,256820,667360,-4.290305,55.878097,97,3,2,1,16/05/2006,3,12:54:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA01908,251760,670230,-4.372685,55.902332,97,2,1,1,07/08/2006,2,04:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,8,2006
200697CA01910,257310,668190,-4.282917,55.885695,97,3,1,4,14/10/2006,7,13:10:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,10,2006
200697CA02005,257090,668450,-4.286569,55.887964,97,3,1,1,17/05/2006,4,16:50:00,926,S12000043,6,0,3,30,3,2,6,0,0,5,1,1,2,0,0,1,1,,5,2006
200697CA02009,257300,667780,-4.282861,55.882011,97,3,1,1,20/09/2006,4,07:15:00,926,S12000043,4,808,3,30,6,4,6,0,0,0,1,2,2,0,0,1,1,,9,2006
200697CA02012,254130,670190,-4.334791,55.902697,97,3,1,1,09/12/2006,7,15:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,6,1,1,,12,2006
200697CA02105,255720,669000,-4.308747,55.892493,97,3,2,1,18/05/2006,5,12:55:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA02110,257090,667200,-4.285909,55.876741,97,2,2,1,09/10/2006,2,08:45:00,926,S12000043,3,82,6,30,9,4,6,0,0,4,1,1,2,0,0,1,1,,10,2006
200697CA02111,255740,669100,-4.308481,55.893397,97,3,2,1,09/11/2006,5,17:30:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,,11,2006
200697CA02202,257240,667110,-4.283466,55.875978,97,3,1,1,17/02/2006,6,02:00:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,,2,2006
200697CA02204,257310,667080,-4.282332,55.875729,97,2,1,1,18/04/2006,3,00:10:00,926,S12000043,3,82,6,30,0,-1,-1,0,2,4,4,1,1,0,0,1,1,,4,2006
200697CA02205,257960,667520,-4.272182,55.879871,97,3,1,1,18/05/2006,5,17:00:00,926,S12000043,6,0,6,30,6,2,3,86,0,4,1,1,1,0,0,1,1,,5,2006
200697CA02211,257200,667760,-4.284447,55.881801,97,3,1,1,11/11/2006,7,16:05:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,,11,2006
200697CA02302,254790,668710,-4.323449,55.88961,97,3,2,1,17/02/2006,6,08:15:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2,2006
200697CA02411,257190,668320,-4.284902,55.886826,97,2,1,1,13/11/2006,2,10:55:00,926,S12000043,3,81,6,30,9,4,6,0,0,0,1,5,2,0,0,1,1,,11,2006
200697CA02511,255250,668620,-4.316053,55.88894,97,3,2,1,10/11/2006,6,18:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,11,2006
200697CA02602,251880,670900,-4.371135,55.908384,97,3,1,1,20/02/2006,2,16:00:00,926,S12000043,6,0,3,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,2,2006
200697CA02605,254510,669210,-4.328191,55.894014,97,3,1,1,20/05/2006,7,16:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,5,2,2,0,0,1,2,,5,2006
200697CA02610,256280,669520,-4.300077,55.897329,97,3,1,1,14/10/2006,7,23:20:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,10,2006
200697CA02703,255160,668480,-4.317415,55.887656,97,3,1,1,15/03/2006,4,20:05:00,926,S12000043,6,0,6,30,3,4,3,82,0,0,4,1,1,0,0,1,2,,3,2006
200697CA02706,251830,671260,-4.372132,55.9116,97,3,1,2,18/06/2006,1,14:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,2,,6,2006
200697CA02707,253130,670710,-4.351054,55.907061,97,2,1,1,17/07/2006,2,15:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,2,1,1,,7,2006
200697CA02711,256850,668790,-4.290582,55.890945,97,2,2,1,15/11/2006,4,15:20:00,926,S12000043,3,81,3,30,9,4,6,0,0,4,1,2,2,0,0,1,1,,11,2006
200697CA02806,257720,666820,-4.275648,55.873516,97,2,1,1,19/06/2006,2,14:45:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,6,2006
200697CA02807,255160,668440,-4.317394,55.887297,97,3,3,2,18/07/2006,3,12:40:00,926,S12000043,3,82,3,30,7,2,6,0,0,4,1,1,1,0,0,1,2,,7,2006
200697CA02811,253260,669920,-4.348547,55.900009,97,2,1,1,15/11/2006,4,21:45:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,11,2006
200697CA02906,257050,668520,-4.287245,55.88858,97,3,3,2,20/06/2006,3,10:00:00,926,S12000043,3,81,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,,6,2006
200697CA02907,257030,668550,-4.28758,55.888844,97,3,1,1,20/07/2006,5,16:50:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,7,2006
200697CA03003,256540,667830,-4.295026,55.882234,97,3,2,1,17/03/2006,6,14:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,3,2006
200697CA03006,258160,666470,-4.268438,55.870504,97,2,2,2,20/06/2006,3,19:42:00,926,S12000043,3,804,3,30,6,2,6,0,0,5,1,1,2,0,0,1,1,,6,2006
200697CA03009,255980,668220,-4.304178,55.885568,97,2,2,1,26/09/2006,3,14:45:00,926,S12000043,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,,9,2006
200697CA03011,258010,671720,-4.273589,55.917594,97,3,2,1,16/11/2006,5,15:05:00,926,S12000043,3,879,6,30,0,-1,-1,0,0,5,1,2,2,0,0,2,1,,11,2006
200697CA03102,256880,668770,-4.290093,55.890774,97,3,3,2,22/02/2006,4,16:40:00,926,S12000043,3,81,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,2,2006
200697CA03103,256650,668940,-4.293857,55.892232,97,3,1,1,20/03/2006,2,06:20:00,926,S12000043,6,0,6,30,3,4,3,81,0,0,1,1,1,0,0,1,1,,3,2006
200697CA03105,252870,670660,-4.355182,55.906533,97,3,1,2,24/05/2006,4,18:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,5,2006
200697CA03107,253900,669540,-4.338115,55.896792,97,3,2,1,21/07/2006,6,19:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,7,2006
200697CA03109,257200,668320,-4.284743,55.886829,97,3,1,1,27/09/2006,4,12:40:00,926,S12000043,3,81,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,,9,2006
200697CA03111,257090,668450,-4.286569,55.887964,97,3,1,1,15/11/2006,4,16:10:00,926,S12000043,3,8,6,30,3,2,6,0,0,5,4,5,2,0,0,1,2,,11,2006
200697CA03203,256630,668920,-4.294166,55.892046,97,3,2,2,21/03/2006,3,10:40:00,926,S12000043,3,81,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,,3,2006
200697CA03209,257860,667610,-4.273827,55.88065,97,3,2,1,27/09/2006,4,18:50:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,9,2006
200697CA03302,258090,666580,-4.269613,55.871471,97,3,2,1,23/02/2006,5,18:25:00,926,S12000043,3,82,6,30,5,4,6,0,0,0,4,1,1,0,0,1,2,,2,2006
200697CA03308,252260,670720,-4.364963,55.906884,97,3,2,1,23/08/2006,4,07:40:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,8,2006
200697CA03412,256290,669490,-4.299901,55.897062,97,2,1,1,17/02/2006,6,20:30:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,,2,2006
200697CA03504,257030,667490,-4.28702,55.879327,97,3,2,1,26/04/2006,4,09:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,,4,2006
200697CA03506,256460,668530,-4.296675,55.888494,97,3,2,1,23/06/2006,6,13:40:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,6,2006
200697CA03507,252330,670610,-4.363785,55.905918,97,2,2,1,23/07/2006,1,16:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2006
200697CA03509,252310,672170,-4.364957,55.919917,97,3,1,1,28/09/2006,5,16:10:00,926,S12000043,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,,9,2006
200697CA03511,254330,669440,-4.331191,55.896024,97,2,1,1,18/11/2006,7,00:30:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,5,4,2,2,0,0,1,1,,11,2006
200697CA03602,253180,669980,-4.349858,55.900523,97,3,1,1,27/02/2006,2,17:45:00,926,S12000043,3,82,3,30,6,2,6,0,0,4,1,2,2,0,0,1,1,,2,2006
200697CA03707,257250,668270,-4.283918,55.886395,97,3,1,1,26/07/2006,4,09:30:00,926,S12000043,3,81,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,7,2006
